tweet,hashtags
I also have nokia 6.1 plus and having charging port issue from April 2020..Nokia has given extended period for replacement but that has wasted due to lockdown..Now the service center is asking illogical reson of water damage..and asking 2k for replacement,
"@nokianesia jadi saya mau beli hp baru dan ganti hp saya jadi 6.1 plus daripada mubazir,apakah dari pihak Nokia menyediakan layanan Tukar tambah?hp saya Nokia 5.",
"Nokia 6.1 Plus, dari 2018 sih cuman udah buluk dipake tempur. Harusnya udah ganti baru cuman gara"" pandemi magang diberentiin dan ga ada gaji buat nabung ",
"For Samsung Galaxy S10E S10 S10+ S20 Plus A71 5G 10 10e 20 Note 8 9 A10E A70 S10 Lite Charger Cord,USB C Charging Cable for Moto G6 G7 Power Z2 Z3 Z4,Nokia 7.1 6.1/3.1 C,Fast Charge Phone Wire 6FT-6FT https://www.amazon.com/dp/B07PQJWD62?tag=hmsus-20",
U are exactly 10 months late in replying.....switched to other brand...but i still have nokia 6.1 plus &amp; 5.1 plus which were repaired at local shop due to long waiting periods and unavailablity of spare parts.,
"Motorola, nokia 2300, nokia 6600, nokia N70, nexian :))), sony xperia mini, bb amstrong, asus zen 6, iphone 5s, samsung A6 plus, nokia 6.1, samsung A 80, iphone 6, iphone 11. Dan banyak lagi 2nd phone yg gue udah lupa krn selalu make 2 hp :))))))",
nokia 6.1 plus,
USB Charging Port Dock Connector Mic Flex Cable Compatible With Nokia 6.1 Plus https://isparehub.in/usb-charging-port-dock-connector-mic-flex-cable-compatible-with-nokia-6-1-plus-for-nokia-6-1-plus#.Xwqfj6jIh3k.twitter,
Nokia 6.1 plus masih kadang stuck,
@NokiaMobile My Nokia 6.1 plus started behaving weird after a system update. when I put wired head phones only right ear bud works and other dont. then I tried the bluetooth headphone in that case also faced the same problem. Tried connecting to car speaker there also faced same,
Nillkin Clear Screen Guard Nokia 6.1 Plus idr 35k LIHAT MODEL LAIN -NYA #logaypektaynokia6dot1plus Info / Order / Deskripsi Produk : ========================= Whatsapp -… https://www.instagram.com/p/CCgohkjna53/?igshid=tlhczccfm19v,#logaypektaynokia6dot1plus
In my family Redmi 8 Nokia 6.1 plus Samsung m30s,
Volume Key Flex Cable for Nokia 6.1 Plus ,
Side Power Volume Patta flex Switch button for Nokia 6.1 Plus https://isparehub.in/side-power-volume-patta-flex-switch-button-for-nokia-6-1-plus-for-nokia-6-1-plus#.Xwm9HHO8ux0.twitter,
Internal Power On/Off Volume Button Flex Cable for Nokia 6.1 Plus ,
For Nokia 6.1 Plus TA 1099 Side Power Key + Volume Flex-Cable ,
@NokiaMobile @NokiamobileIN @nokia Any upcoming SP or MP updates in the pipeline for 6.1 Plus for July 2020?,
Nokia 6.1 Plus @pledis_17,
企業名略でいきます 左上から ThinkPad X240 MacbookPro 2012 JUSTSYSTEM SZJ-JS201 QM506/ME Nexus7 2012 Mi Note 10 Global NuAns Windows10Mobile Zenfone 3 Nokia 6.1 Plus Xperia X Compact ELUGA P-03E geanee L300Z LTE Xperia Acro iPod Photo Color iPod 4th Classic 6th Classic 5th 次,
Nokia 6.1 plus ,
NOKIA 6.1 PLUS #Prabhas #RadheShyam,#Prabhas #RadheShyam
Citylights.. This shot was captured by Nokia 6.1 plus at Brandenburg Tor. #shotonnokia #NokiaMobile,#shotonnokia #NokiaMobile
"@NokiaMobile @NokiamobileIN Captured with nokia 6.1 plus. Which one is great, pro or auto? ",
@nokianesia min... Mau beli kabel usb type-C buat nokia 6.1 plus yg ori dmana ya.?,
plusじゃないほうです！ Nokia 6.1 USB TYPE-C コネクター交換修理 http://mmt-blog.jugem.jp/?eid=2281,
@NokiamobileIN Visited the nokia service center for repairing my nokia 6.1 plus which has got out of warranty during covid 19 on 29 april . Right now they are not ready to repair. One of the worst experience with nokia. As charging issue is a manufacturing defect. Still very bad,
"For Nokia 6.1 Plus Adhesive Glue Gum (LCD, Frame &amp; Touch Pasting) - 50ml https://isparehub.in/for-nokia-6-1-plus-adhesive-glue-gum-lcd-frame-touch-pasting-50ml-glue#.Xwf3g5WeQG8.twitter",
"For Samsung Galaxy S10E S10 S10+ S20 Plus A71 5G 10 10e 20 Note 8 9 A10E A70 S10 Lite Charger Cord,USB C Charging Cable for Moto G6 G7 Power Z2 Z3 Z4,Nokia 7.1 6.1/3.1 C,Fast Charge Phone Wire 6FT-6FT https://www.amazon.com/dp/B07PQJWD62?tag=hmsus-20",
so the Nokia 6.1 plus has been removed from this list. I had to switch over to another phone company,
Get Detailed fellas Shot on Nokia 6.1 Plus Edit - Google Photos #shotonnokia #nokiamobile #detailed #blackandwhitephoto #dragonfly @NokiamobileIN @NokiaMobile Thanks to the Dragonfly to stay still while taking pics ,#shotonnokia #nokiamobile #detailed #blackandwhitephoto #dragonfly
Shot On Nokia 6.1 Plus No edit #shotonnokia #mobilephotography @NokiamobileIN @NokiaMobile,#shotonnokia #mobilephotography
Just a random click. Edited by pixlr nokia 6.1 plus @NokiamobileIN @NokiaMobile,
"@NokiamobileIN Nokia was my Family brand, now disappointed with product. Having 6.1 PLUS model and facing same ""charging port"" issue which is manufacturing defect. @NokiamobileIN should solve this issue for all customers to retain them. @nokia",
On the list of things that don't freak me. I'd flaunt my Nokia 6.1 Plus with pride. ,
@nokia @NokiaMobile @NokiamobileIN why i still can't use Google Camera on my Nokia 6.1 Plus device after Android 10 System Update.?? Why.?? its keep crashing after 2 minutes from installation ,
Motorola Sagem Nokia Lumia Doogee Le 2 LeEco LG Moto G5 plus Mi4 LTE Nokia 6.1 plus,
Please bring some 4g feature phones in India and also some more phone like Nokia 6.1 plus,
Tháo nắp lưng Máy Nokia X6 6.1 Plus | thay chân sạc | màng hình | thay pin | thay main ,
"I have Nokia 6.1 plus and dude I couldn't accept the android one except by just CLOSING FACEBOOK, OPENING GOOGLE FOLDER AND OPENING YOUTUBE",
"The exynos is good, you can't imagine how shit the A51 is, I have Nokia 6.1 plus, my dad had iPhone 6s, he brought the A51 and just one week he hated it, my mom has it now and dude closing Facebook and opening the Google folder for YouTube makes me crazy for its sloooooooooow……",
"Iya, Qo. Yg range nya ga jauh beda dari Nokia 6.1 plus. ",
Nokia 6.1 Nokia 7.1 Nokia 6.1 plus Android 11 surprise Android 11 get .... Wait and watch,
Love this Phone Using from 1year... Nokia 6.1 plus.. thanks Nokia for This great software experience..But improve your hardware... @NokiamobileIN,
"Had a discussion over chat bt he had no clue abt India. I hav 2 questions. One, d news of warranty extension on charging ports by 6 months on Nokia 6.1 plus true? 2nd, my warranty expired during lockdown, wl u consider the same for my warranty extension?",
Nokia 6.1 plus,
You naw work nokia 6.1 plus ?,
"@sarvikas sir, nokia 6.1 plus mobile I using since 4 month mobile is very good but in this handset have problem with touch screen, please help. Service center is not good in my area they are give for 1 months repairing this handset.",
"@nokia I am 6.1 plus user in India. it's not even been 1 year, my display has started working wrong. I contacted for service but I am not getting. Kindly resolve &amp; help me get better experience with Nokia Call@6280701415",
@slotlimited Pls how do I swap my Nokia 6. 1 plus with another new phone???,
എന്താന്ന് അറിയില്ല... 6 മാസമേ ആയുള്ളൂ... NOKIA 6.1 Plus,
@sarvikas @NokiamobileIN I have been facing problem of charging in my Nokia 6.1 plus mobile for more than one and half year. I have made it right from the service centre once but it didn't work. I am again getting problem . Do something . I am really disappointed with this .,
@NokiamobileIN I have been facing problem of charging in my Nokia 6.1 plus mobile for more than one and half year. I have made it right from the service centre once but it didn't work. I am again getting problem . Do something .,
What are you talking about? I've been using Nokia a long time and their camera is superb! And their processor is just perfect ... considering you get a processor capable of competing with an iPhone X on a 6.1 Plus!!!,
I am facing touch and charging related problems on my Nokia 6.1 plus after recent update. A polite request to @HMDGlobal @nokia @NokiamobileIN to fix it ASAP. #technicalguruji @TechnicalGuruji @beebomco,#technicalguruji
I'm using a Nokia 6.1 plus,
Nokia 6.1 plus.,
"The only problem I have with my Nokia 6.1 plus is the charging port, I have fixed it 2wice in one year already",
I used a Nokia 6.1 plus the phone is really good,
I guess you using the fake. This is Nokia 6.1 plus camera ,
"I'm using Nokia 6.1 plus. The phone is perfect. Like I don't feel like Changing it. Infact, I'm gonna change to this new nokia if I'm to http://change.trust me,d pic quality isn't very awesome. Except I'm have a problem with my own settings ooo.maybe U cn help me out",
Give me this in the body of Nokia 6.1 plus and I'm Swazy ,
"I use a Nokia 6.1 plus. I was to buy Samsung.i was even sent money for it. Smetin just didn't go well, so I kept d money. Didn't know it's cos a new lover was comin to town ",
NOKIA 6.1 PLUS,
"Stuck di Nokia 6.1 plus, masih under 6""",
"Hape Nokia 6.1 plus gue kenapa lagi dah ga mau hidup. :( Semalam dimatiin, terus dicas. Tadi layarnya sempat hidup, eh terus ga hidup samsek udah di-reboot dll. Masa mesti ke ITC Fatmawati lagi? Mana semuanya di sana.",
Should have upgraded by now but I just can't seem to let go of my Nokia 6.1 plus. I'm stuck. Phone is ,
They have repented. If you get time check for Nokia 6.1 plus review.,
"All my pictures with Nokia 6.1 plus are unedited, wish I could send you some.",
"Nokia has been doing shit phones since after the Nokia 6.1 plus. I'd this Maze pro Lite really bangs when it is released, I am going for it because Omo",
I really loved the nokia 6.1 plus when it came plus s8 was having alot of bad reviews. It was either S8 or the Nokia,
@NokiaMobile @nokia Hey I am the user of Nokia 6.1 Plus. I am facing low battery timing issue after last received security patch updates. Please I need help related to this issue?,
"@NokiamobileIN Captured the beauty of nature, through nokia 6.1 plus ",
@NokiamobileIN @Nokia @NokiaMobile @sarvikas Hi I am facing charging port issues with my Nokia 6.1 plus mobile. Is there any solution? Pls help.,
@NokiamobileIN Hi I am facing charging port issues with Nokia 6.1 plus mobile. Is there any solution?,
Thanh lý nokia 6.1 plus ,
Nokia 6.1 plus gan.,
i am using nokia 6.1 plus....and 15 days ago my phone suddenly fallen from my hand and i noticed my display was broken...there after i am decied to buy a new phonee.....many many many videos i watched till the broken day....#MyNord #OnePlusNord,#MyNord #OnePlusNord
@NokiaMobile @NokiamobileIN #Nokia 6.1 plus has faulty charging port. It made charging speed slow and sometimes it's too hard to charge the phone. Service center is asking for money after that it is manufacturing defect.,#Nokia
"Check out Nokia 6.1 Plus(White,4GB+64GB) by Nokia https://amzn.to/2C3spC2 via @amazon",
"@Idea @idea_cares For your kind information, I can show you evidences when Idea started to support VoLTE for Nokia 6.1 Plus which is from 2018 &amp; now it's 2020 but you don't support it?? Seriously? Who are you fooling? @DoT_India @TRAI",
"@NokiamobileIN I am facing issue with my Nokia 6.1 Plus, a problem is charging port being loose and not charging phone properly. Another side of it is, it keeps on disconnecting while charging so couldn't charge it.. Is this well known issue ? What can be done to resolve it ASAP?",
@Android what new Android One phones will be launched in coming months? Fan of Android One but not happy with current Nokia 6.1 Plus and looking to replace.,
@NokiamobileIN hii nokia care my Nokia 6.1 plus purchased on 30.06.2019 just got off suddenly and not getting power on while battery level was 50 perce3. Please do the needful.,
@NokiaMobile hii nokia care my Nokia 6.1 plus just got off and not getting power on while battery was 50 percent. Please do the needful.,
My MOTO G8 plus gives 9hr. SOT in 4000mAH & my 2yr old Nokia 6.1 gives 5-6hr. SOT in 3000mAH,
My Nokia 6.1 Plus..,
Mine Nokia 6.1 plus ,
@idea_cares @TRAI @DoT_India Ported to Idea (activated now) but now the fuck up is your VoLTE is still not activated after sending the activation SMS. My device is Nokia 6.1 Plus &amp; it supports VoLTE as per your support list in your website. ,
Hi @NokiaMobile your after sell service is not good. I m facing charging issues in my nokia 6.1 plus.i contacted to service center but they are saying part not available.@NokiamobileIN,
Hape jadul. Nokia 6.1 plus,
Prime Retail Nokia 6.1 Plus Hybrid Armor Back Cover Case with Kickstand Wheel Pattern for Nokia 6.1 Plus(Black) ,
"ShopsGeniune Type-C to Micro USB Adapter + Type-C OTG Adapter for Oppo R17, Asus ROG Phone, Samsung Galaxy S9 Plus, Samsung Galaxy Note 9, Vivo NEX, Samsung Galaxy A8 Star, Nokia 6.1 (Nokia 6 2018) Type C Male to Micro USB Female/USB-A 3.1 OTG Data… ",
Nokia 6.1 Plus is #MadeInIndia @NokiamobileIN,#MadeInIndia
"Di Pengaturan, Sistem, Update Sistem, Update ijinkan (btw aku pake Nokia 6.1 plus/Android One)",
Prime Retail Kick Stand Cover Hard with Stand Back Cover for Nokia 6.1 Plus (Blue) ,
NOKIA 6.1 PLUS JUNE 2020 UPDATE ROLLED OUT. WHAT'S THE IMPROVEMENTS AND... https://youtu.be/qTcLp4EaIa8 via @YouTube,
"Mi experiencia es con el 5.1 plus y el 6.1, ambos funcionan impecable. Las experiencias son relativas, pero los Nokia son celulares muy buenos si solo miras las especificaciones.",
@NokiaMobile removed fingureprint unlock 6.1 plus. No other security feature shown ie.. face unlock . No call recorder &amp; calculator . Only nokia know how to shift customer money. After contacting many times @NokiamobileIN never take action on any problem. All nonsense are here-,
Beauty Of Nature Video Shot On #Nokia 6.1 Plus #sunset #NaturePhotography @NokiaMobile @NokiamobileIN @sarvikas @NokiaFansCom,#Nokia #sunset #NaturePhotography
Nokia 6.1 plus is the worst Nokia phone have seen in my life. Lifeless phone @nokia,
"For Samsung Galaxy S10E S10 S10+ S20 Plus A71 5G 10 10e 20 Note 8 9 A10E A70 S10 Lite Charger Cord,USB C Charging Cable for Moto G6 G7 Power Z2 Z3 Z4,Nokia 7.1 6.1/3.1 C,Fast Charge Phone Wire 6FT-6FT https://www.amazon.com/dp/B07PQJWD62?tag=hmsus-20",
Nokia 5.3 sumpah kameranya bagus. Buat cewe ga akan nyesel. Gua dulu pake 6.1 plus. Malah jatuh dijalan ,
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia?. #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia.?? #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia.? #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia. #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia??!! #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia!!? #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia?? #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia!? #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia?!! #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia?! #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
"widespread emmc issue in Nokia 6.1 plus, asking us to change motherboard for 10k after an year of usage. is this the quality we expect from Nokia? #neverbuyNokia #dontbuyNokia @nokia @NokiaMobile @NokiamobileIN",#neverbuyNokia #dontbuyNokia
